Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
da647343-1162-3f91-ace9-3c0517362329,69176529-fd1f-3b3f-abce-a0a3626769eb,Hugo693 Ávila241,M,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,96
d4a56947-fcf7-37a0-a854-65b797d45761,5e765f2b-e908-3888-9fc7-df2cb87beb58,Chanell45 Robel940,F,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,7
ed55ab31-7f72-38ff-9b0a-efae30c2664f,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Lloyd546 Wuckert783,M,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,16
6879b808-eab9-38a1-a165-b9480074e731,e002090d-4e92-300e-b41e-7d1f21dee4c6,Andrea7 Montez99,F,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6
b69534dc-a9ef-3cda-9e71-cad526b93389,49318f80-bd8b-3fc7-a096-ac43088b0c12,Santo387 Schuppe920,M,GENERAL PRACTICE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,8
60a6cd68-2cdc-3d47-ac87-fc96be2a50fb,8b58cdd1-3d79-3126-8fe0-da2c54d6805c,Dusty207 Franecki195,M,GENERAL PRACTICE,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,11
56744b38-76f7-31f7-b773-d38c3c19b406,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Crystle668 McCullough561,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5
e7833661-1d26-3955-ab7d-cfb6fd5de8e6,5d4b9df1-93ae-3bc9-b680-03249990e558,Emory494 Schuster709,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,17
ada5e338-d651-3a2b-9ccb-3b26c9d53611,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Leif534 Hane680,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,4
5a82c16b-58d1-37b2-a137-72444721510a,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Adell482 Deckow585,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9
1a616ec9-aab8-3579-a3b8-435533c12302,4861d01f-019c-3dac-a153-8334e50919f9,Palmer257 Kuphal363,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,8
1bfbe48e-3c9c-3dc8-9623-0b214cdcec2b,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Sam879 Rippin620,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,4
dbb2e8ea-078f-369a-931d-06ad734ca48f,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Logan497 Fisher429,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,20
e0e91008-f459-3bfc-8315-e967f6674b29,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Mickey576 Gerlach374,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,16
3de07e97-013f-3968-a688-84ec860ff192,c44f361c-2efb-3050-8f97-0354a12e2920,Marth98 Mayer370,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,14
c2a0422d-9480-3c68-b42e-afb2747c5d4e,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Tracey100 Hamill307,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,12
0843859c-904a-3b38-84d9-e06c992d8a00,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Rod343 Frami345,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,6
0fbe6253-f141-35bd-b927-a1c3784334e6,b0e04623-b02c-3f8b-92ea-943fc4db60da,Felix524 Rogahn59,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,23
03be1275-fe9e-366e-ad69-2e409788481d,ebc3f5c4-6700-34af-8323-85621c313726,Alpha246 Yost751,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,10
92914eae-d8ed-34a7-a9d7-807800ab8063,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Bernardo699 Goldner995,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,5
9eaae65e-7744-344c-aa2d-b9a2f1ad1c8d,d692e283-0833-3201-8e55-4f868a9c0736,Harlan808 Langosh790,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,28
4d1e929b-6d00-304a-bdbe-f5f8426b851c,d78e84ec-30aa-3bba-a33a-f29a3a454662,Vicente970 Armstrong51,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,2
60b3dfa2-8238-364b-8e47-ea30771b7054,8ad64ecf-c817-3753-bee7-006a8e662e06,Nicholle822 Crooks415,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5
b379ad81-d36e-3f21-a8c2-1a1360dfa08f,23834663-ed53-3da9-b330-d6e1ecb8428e,Mason910 Heller342,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,11
0390512e-c17c-3487-be31-896a2e21e4a2,a9f20dc1-5147-3789-bcef-bbecb41c5983,Kori635 Aufderhar910,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9
b840ebd6-7e2e-392c-a464-d6bd74b5f446,7fb56531-86bd-3e4a-8619-4df9942da309,Miguel815 Roberts511,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,2
0fe7d165-4abf-317e-91e4-dbdede43ad7d,03347b4d-994e-302b-848b-58019a4e274d,Kati243 Ruecker817,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,2
b5105a46-ed9d-3423-af0d-f8d251269ea2,9a7149fa-49fc-3c87-b935-d29c55808717,Clayton230 Jast432,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6
7f1cc6d3-0c1e-32ab-aa42-26a57cdba7be,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Cristi782 Miller503,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,2
e66a7854-1ad8-3c8c-aa73-5a38b6a4cfcb,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Thanh759 Weber641,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,5
8539ac06-763f-3f80-896a-977ad76f2bf4,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Houston994 Kessler503,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,3
6b536d10-3480-379e-9b5c-5d963ad75504,db0acede-4abe-3c01-8d03-5c68a190d8c7,Celine582 Pagac496,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,3
f164b6d3-f00d-301e-9e5a-06b84723f8dc,3d10019f-c88e-3de5-9916-6107b9c0263d,Harland508 Ryan260,M,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6
